Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NREL M2,0,Arvada,CO,US,39.91,-105.22,-7,1835,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle,Pressure,Dew Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,23,30,0,0,0,1.8908,6.5264,161.24,811.4608,-7.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,0,30,0,0,0,2.6857,7.6837,162.06,811.3419,-7.6956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,1,30,0.261,0,0,3.3219,8.9651,155.22,811.1707,-8.7538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,2,30,0,0,0,6.881,9.6632,145.04,811.0576,-9.1295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,3,30,0,0,0,6.0628,8.6155,133.81,811.1783,-9.2408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,4,30,0,0,0,4.8043,8.7062,122.32,811.2271,-9.8263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,5,30,0,0,0,2.3473,8.5854,110.95,811.5051,-10.0178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,6,30,0,0,0,2.641,8.1405,99.96,811.7191,-9.9595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,7,30,15.7236,13.30458462,200.7782769,1.3614,6.458,89.26,811.9752,-9.8413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,8,30,140.786,28.52526797,661.602183,0.9833,8.4428,80.21,812.3383,-8.8998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,9,30,304.3482,143.6409729,531.8982561,1.2695,10.934,72.34,812.808,-8.0483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,10,30,415.9368,114.8996685,752.5928287,1.8106,10.664,66.45,812.8465,-6.5572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,11,30,415.4513,50.27754586,807.9689826,1.2398,12.628,63.14,812.0751,-7.2273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,12,30,414.3956,38.05673878,823.7169682,1.3956,14.9372,62.83,811.1579,-7.3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,13,30,376.0543,39.49428721,814.7843167,1.8884,15.693,65.58,811.0344,-7.4812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,14,30,275.2111,34.19289424,741.4020239,1.9891,14.9577,71.01,811.3418,-6.2469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,15,30,109.5887,19.65449511,452.0533875,1.2856,13.2988,78.53,811.6972,-6.0358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,16,30,4.0904,2.173025,42.821375,1.2896,10.1817,87.48,811.9414,-5.4378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,17,30,0,0,0,2.1617,8.0756,97.87,811.97,-6.9819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,18,30,0,0,0,1.6861,8.373,108.75,812.2864,-8.0524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,19,30,0,0,0,2.3654,7.3133,120.07,812.3551,-8.6495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
