Source,Location ID,Jurisdiction,Latitude,Longitude,Time Zone,Local Time Zone,Distance to Shore,Wind Direction,Windspeed,Pressure,Temperature,Version
Wind Integration National Toolkit,-,Hawaii,21.75167084,-157.8942108,0,-10,-,deg,m/s,mB,°C,v1.00
wind speed,temperature,degrees true,pressure,Year,Month,Day,Hour,Minute,,,,
3.581709305,21.86028905,107.7294519,1000.06121,2019,1,14,18,0,,,,
4.670760383,21.49175605,93.33244991,1000.36121,2019,1,14,19,0,,,,
2.85221335,21.94021084,96.39986547,1000.76121,2019,1,14,20,0,,,,
3.680309599,21.75023227,91.66906297,1000.76121,2019,1,14,21,0,,,,
4.151019516,21.93018367,96.36948354,1000.06121,2019,1,14,22,0,,,,
4.423757988,21.81083528,102.9268872,999.073105,2019,1,14,23,0,,,,
5.480514531,22.01022739,97.55096522,997.56121,2019,1,15,0,0,,,,
5.660252102,21.92033728,102.2074596,997.16121,2019,1,15,1,0,,,,
5.730266802,21.57029706,103.6354016,997.024,2019,1,15,2,0,,,,
4.821832296,21.85031616,98.03440689,997.673105,2019,1,15,3,0,,,,
5.130770316,22.06029675,109.3627749,997.773105,2019,1,15,4,0,,,,
4.881493742,21.88026688,107.9552158,998.173105,2019,1,15,5,0,,,,
5.170854583,22.04021084,114.2961551,998.66121,2019,1,15,6,0,,,,
4.690228503,21.98024736,114.6033357,998.96121,2019,1,15,7,0,,,,
