Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed,Version
NSRDB,18487,-,-,-,21.77,-157.9,-10,0,-10,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,3.1.0
Year,Month,Day,Hour,Minute,Dew Point,DHI,DNI,GHI,Pressure,Temperature,Wind Direction,Wind Speed,,,,,,
2018,10,7,9,0,17.4,106,778,560,1030,23.2,62,7.7,,,,,,
2018,10,7,10,0,17.4,148,792,735,1030,23.2,62,7.7,,,,,,
2018,10,7,11,0,17.5,237,624,765,1029,23.2,61,7.8,,,,,,
2018,10,7,12,0,17.6,115,941,953,1028,23.2,61,8.1,,,,,,
2018,10,7,13,0,17.7,113,937,931,1028,23.2,61,8.2,,,,,,
2018,10,7,14,0,17.8,135,843,803,1027,23.1,61,8.6,,,,,,
2018,10,7,15,0,17.8,174,621,582,1027,22.9,62,8.8,,,,,,
2018,10,7,16,0,17.9,137,538,392,1027,22.7,63,9,,,,,,
2018,10,7,17,0,17.9,95,213,150,1028,22.5,64,9,,,,,,
2018,10,7,18,0,18,12,20,12,1029,22.4,65,9.1,,,,,,
2018,10,7,19,0,18,0,0,0,1029,22.4,66,9.2,,,,,,
2018,10,7,20,0,18.1,0,0,0,1030,22.4,67,9.3,,,,,,
2018,10,7,21,0,18.1,0,0,0,1030,22.4,69,9.2,,,,,,
2018,10,7,22,0,18,0,0,0,1030,22.4,70,9,,,,,,
2018,10,7,23,0,18,0,0,0,1030,22.4,70,8.8,,,,,,
2018,10,8,0,0,17.8,0,0,0,1029,22.5,69,8.5,,,,,,
2018,10,8,1,0,17.6,0,0,0,1029,22.5,69,8.2,,,,,,
2018,10,8,2,0,17.4,0,0,0,1029,22.6,70,8,,,,,,
2018,10,8,3,0,17.2,0,0,0,1029,22.6,71,7.8,,,,,,
2018,10,8,4,0,17.1,0,0,0,1029,22.6,71,7.7,,,,,,
2018,10,8,5,0,17.1,0,0,0,1029,22.6,70,7.6,,,,,,
2018,10,8,6,0,17.1,0,0,0,1030,22.8,68,7.6,,,,,,
2018,10,8,7,0,17.2,54,130,75,1030,23.1,66,7.8,,,,,,
2018,10,8,8,0,17.2,106,474,290,1031,23.4,63,8,,,,,,
2018,10,8,9,0,17.4,143,639,518,1031,23.5,59,8.2,,,,,,
2018,10,8,10,0,17.6,158,770,731,1030,23.6,55,8.4,,,,,,
2018,10,8,11,0,17.8,383,282,622,1030,23.5,53,8.7,,,,,,
2018,10,8,12,0,17.9,314,510,770,1029,23.3,53,8.9,,,,,,
2018,10,8,13,0,17.9,355,305,622,1029,23.2,53,9,,,,,,
2018,10,8,14,0,17.9,313,421,648,1028,23,55,9.2,,,,,,
2018,10,8,15,0,17.8,260,119,338,1028,22.8,56,9.2,,,,,,
2018,10,8,16,0,17.7,103,665,419,1028,22.7,57,9.2,,,,,,
2018,10,8,17,0,17.7,74,68,92,1029,22.5,59,9.1,,,,,,
2018,10,8,18,0,17.7,7,8,7,1029,22.4,62,9,,,,,,
2018,10,8,19,0,17.8,0,0,0,1030,22.4,65,8.9,,,,,,
2018,10,8,20,0,17.8,0,0,0,1030,22.5,67,8.8,,,,,,
2018,10,8,21,0,17.8,0,0,0,1030,22.6,68,8.6,,,,,,
2018,10,8,22,0,17.7,0,0,0,1030,22.6,68,8.3,,,,,,
2018,10,8,23,0,17.7,0,0,0,1030,22.6,69,8,,,,,,
2018,10,9,0,0,17.7,0,0,0,1029,22.6,70,7.6,,,,,,
2018,10,9,1,0,17.8,0,0,0,1029,22.5,69,7.4,,,,,,
2018,10,9,2,0,17.8,0,0,0,1028,22.4,68,7.3,,,,,,
2018,10,9,3,0,18,0,0,0,1028,22.3,68,7.2,,,,,,
2018,10,9,4,0,18.2,0,0,0,1028,22.4,70,7.1,,,,,,
2018,10,9,5,0,18.5,0,0,0,1029,22.5,71,7.2,,,,,,
2018,10,9,6,0,18.7,0,0,0,1029,22.7,71,7.5,,,,,,
2018,10,9,7,0,18.9,54,326,108,1030,22.9,71,7.9,,,,,,
2018,10,9,8,0,19,139,259,240,1030,23.1,71,8,,,,,,
2018,10,9,9,0,19.1,181,316,368,1030,23.3,71,8,,,,,,
2018,10,9,10,0,19.2,264,294,484,1030,23.4,71,8,,,,,,
2018,10,9,11,0,19.2,166,804,851,1029,23.4,70,8.2,,,,,,
2018,10,9,12,0,19.2,109,936,948,1028,23.5,70,8.3,,,,,,
2018,10,9,13,0,19.2,185,786,875,1028,23.6,70,8.3,,,,,,
2018,10,9,14,0,19.3,109,896,824,1027,23.6,70,8.3,,,,,,
2018,10,9,15,0,19.3,126,777,640,1027,23.6,72,8.4,,,,,,
2018,10,9,16,0,19.3,160,366,335,1027,23.5,73,8.4,,,,,,
2018,10,9,17,0,19.3,95,208,149,1027,23.4,74,8.4,,,,,,
2018,10,9,18,0,19.3,12,16,12,1028,23.3,73,8.5,,,,,,
2018,10,9,19,0,19.3,0,0,0,1028,23.2,73,8.7,,,,,,
2018,10,9,20,0,19.2,0,0,0,1029,23.2,73,9,,,,,,
2018,10,9,21,0,19.2,0,0,0,1029,23.2,74,9.1,,,,,,
2018,10,9,22,0,19.3,0,0,0,1029,23.2,76,9,,,,,,
2018,10,9,23,0,19.2,0,0,0,1029,23.1,78,8.8,,,,,,
2018,10,10,0,0,19.2,0,0,0,1028,23.1,80,8.7,,,,,,
2018,10,10,1,0,19.2,0,0,0,1028,23.1,82,8.6,,,,,,
2018,10,10,2,0,19.2,0,0,0,1028,23.1,83,8.5,,,,,,
2018,10,10,3,0,19.2,0,0,0,1028,23.1,85,8.3,,,,,,
2018,10,10,4,0,19.2,0,0,0,1028,23,86,8.2,,,,,,
2018,10,10,5,0,19.1,0,0,0,1028,23,87,8.2,,,,,,
2018,10,10,6,0,19.2,0,0,0,1029,23.1,87,8.3,,,,,,
2018,10,10,7,0,19.2,60,108,78,1029,23.2,86,8.5,,,,,,
2018,10,10,8,0,19.4,123,438,296,1029,23.4,84,8.7,,,,,,
2018,10,10,9,0,19.5,184,532,500,1029,23.6,81,8.8,,,,,,
2018,10,10,10,0,19.7,174,732,724,1029,23.7,79,8.9,,,,,,
2018,10,10,11,0,19.7,292,517,734,1028,23.8,79,9,,,,,,
2018,10,10,12,0,19.7,347,485,783,1028,23.8,78,9.1,,,,,,
2018,10,10,13,0,19.6,417,320,699,1027,23.8,78,9.1,,,,,,
2018,10,10,14,0,19.6,343,240,535,1027,23.7,79,9.4,,,,,,
2018,10,10,15,0,19.5,178,639,602,1027,23.6,81,9.5,,,,,,
2018,10,10,16,0,19.5,192,277,325,1027,23.5,82,9.6,,,,,,
2018,10,10,17,0,19.5,73,232,134,1027,23.3,83,9.5,,,,,,
2018,10,10,18,0,19.4,15,44,16,1028,23.2,84,9.3,,,,,,
2018,10,10,19,0,19.4,0,0,0,1028,23.2,84,9.3,,,,,,
2018,10,10,20,0,19.2,0,0,0,1029,23.2,84,9.3,,,,,,
2018,10,10,21,0,19.1,0,0,0,1029,23.2,85,9.2,,,,,,
2018,10,10,22,0,18.9,0,0,0,1029,23.2,87,9.2,,,,,,
2018,10,10,23,0,18.7,0,0,0,1029,23.2,87,9,,,,,,
2018,10,11,0,0,18.5,0,0,0,1029,23.1,87,8.8,,,,,,
2018,10,11,1,0,18.4,0,0,0,1028,23,86,8.5,,,,,,
2018,10,11,2,0,18.3,0,0,0,1028,22.9,85,8.2,,,,,,
2018,10,11,3,0,18.2,0,0,0,1028,22.9,83,8.1,,,,,,
2018,10,11,4,0,18.1,0,0,0,1028,22.9,82,8,,,,,,
2018,10,11,5,0,18.1,0,0,0,1028,22.9,82,8.1,,,,,,
2018,10,11,6,0,18.1,0,0,0,1028,23,82,8.1,,,,,,
2018,10,11,7,0,18.2,52,138,76,1029,23.2,83,7.9,,,,,,
2018,10,11,8,0,18.2,144,137,199,1029,23.5,82,7.7,,,,,,
2018,10,11,9,0,18.3,131,744,576,1029,23.7,80,7.4,,,,,,
2018,10,11,10,0,18.3,150,802,756,1029,23.9,78,7.4,,,,,,
2018,10,11,11,0,18.3,154,849,883,1028,24,76,7.5,,,,,,
2018,10,11,12,0,18.4,411,343,721,1027,24,75,7.5,,,,,,
2018,10,11,13,0,18.5,257,649,831,1027,24,74,7.5,,,,,,
2018,10,11,14,0,18.5,143,837,815,1026,23.9,70,7.2,,,,,,
2018,10,11,15,0,18.7,127,789,652,1027,23.8,69,7.1,,,,,,
2018,10,11,16,0,18.8,163,441,375,1027,23.6,68,7.1,,,,,,
2018,10,11,17,0,18.9,81,360,176,1027,23.4,67,6.9,,,,,,
2018,10,11,18,0,19.2,16,58,18,1028,23.2,67,6.6,,,,,,
2018,10,11,19,0,19.3,0,0,0,1028,23.1,67,6.4,,,,,,
2018,10,11,20,0,19.4,0,0,0,1029,23,70,6.2,,,,,,
2018,10,11,21,0,19.4,0,0,0,1029,22.9,74,6,,,,,,
2018,10,11,22,0,19.4,0,0,0,1028,22.7,77,5.8,,,,,,
2018,10,11,23,0,19.5,0,0,0,1028,22.5,79,5.6,,,,,,
2018,10,12,0,0,19.4,0,0,0,1027,22.4,78,5.3,,,,,,
2018,10,12,1,0,19.4,0,0,0,1027,22.2,73,4.9,,,,,,
2018,10,12,2,0,19.3,0,0,0,1027,22.1,66,4.7,,,,,,
2018,10,12,3,0,19.3,0,0,0,1027,22.1,59,4.8,,,,,,
2018,10,12,4,0,19.3,0,0,0,1027,22.1,55,4.9,,,,,,
2018,10,12,5,0,19.4,0,0,0,1027,22.2,54,5,,,,,,
2018,10,12,6,0,19.5,0,0,0,1028,22.4,55,5.2,,,,,,
2018,10,12,7,0,19.7,53,399,123,1028,22.7,57,5.5,,,,,,
2018,10,12,8,0,19.7,123,27,134,1029,22.9,60,5.7,,,,,,
2018,10,12,9,0,19.6,207,366,427,1029,23,61,5.9,,,,,,
2018,10,12,10,0,19.6,154,759,730,1028,23.1,62,5.9,,,,,,
2018,10,12,11,0,19.6,88,947,905,1027,23.2,63,6,,,,,,
2018,10,12,12,0,19.6,102,937,951,1027,23.3,62,6,,,,,,
2018,10,12,13,0,19.6,108,922,925,1026,23.3,62,6.1,,,,,,
2018,10,12,14,0,19.6,184,678,730,1025,23.3,59,6.4,,,,,,
2018,10,12,15,0,19.6,90,863,666,1025,23.2,59,6.8,,,,,,
2018,10,12,16,0,19.7,173,168,254,1025,23.1,60,7.1,,,,,,
2018,10,12,17,0,19.8,55,622,220,1026,22.9,63,7,,,,,,
2018,10,12,18,0,19.9,16,121,20,1026,22.8,65,6.8,,,,,,
2018,10,12,19,0,19.9,0,0,0,1027,22.8,67,6.5,,,,,,
2018,10,12,20,0,19.9,0,0,0,1027,22.8,65,6.3,,,,,,
2018,10,12,21,0,19.9,0,0,0,1027,22.8,60,6.2,,,,,,
2018,10,12,22,0,19.9,0,0,0,1027,22.8,56,6.1,,,,,,
2018,10,12,23,0,20,0,0,0,1027,22.7,53,6.1,,,,,,
2018,10,13,0,0,20,0,0,0,1027,22.6,53,6.1,,,,,,
2018,10,13,1,0,20,0,0,0,1027,22.5,52,6.1,,,,,,
2018,10,13,2,0,20,0,0,0,1026,22.4,53,6.1,,,,,,
2018,10,13,3,0,20,0,0,0,1026,22.2,53,6.1,,,,,,
2018,10,13,4,0,19.9,0,0,0,1026,22.1,54,6,,,,,,
2018,10,13,5,0,19.9,0,0,0,1026,22.1,55,5.9,,,,,,
2018,10,13,6,0,19.9,0,0,0,1027,22.3,56,5.9,,,,,,
2018,10,13,7,0,19.9,46,430,123,1027,22.7,58,5.9,,,,,,
2018,10,13,8,0,19.9,67,751,372,1027,23,59,5.8,,,,,,
2018,10,13,9,0,19.9,136,689,553,1027,23.2,59,5.6,,,,,,
2018,10,13,10,0,20,236,572,672,1027,23.4,57,5.5,,,,,,
2018,10,13,11,0,20.1,302,524,756,1026,23.5,55,5.5,,,,,,
2018,10,13,12,0,20.2,92,957,962,1026,23.7,52,5.8,,,,,,
2018,10,13,13,0,20.4,183,782,878,1026,23.7,51,5.9,,,,,,
2018,10,13,14,0,20.5,345,347,625,1025,23.9,53,6.2,,,,,,
2018,10,13,15,0,20.6,247,157,352,1025,23.9,56,6.4,,,,,,
2018,10,13,16,0,20.6,102,671,427,1025,23.9,60,6.5,,,,,,
2018,10,13,17,0,20.7,57,615,221,1025,23.8,64,6.3,,,,,,
2018,10,13,18,0,20.7,16,110,20,1025,23.7,68,6.1,,,,,,
2018,10,13,19,0,20.8,0,0,0,1026,23.6,72,5.9,,,,,,
2018,10,13,20,0,20.9,0,0,0,1027,23.6,73,5.8,,,,,,
2018,10,13,21,0,20.8,0,0,0,1027,23.6,73,5.7,,,,,,
2018,10,13,22,0,20.7,0,0,0,1027,23.5,74,5.8,,,,,,
2018,10,13,23,0,20.7,0,0,0,1027,23.5,75,5.9,,,,,,
2018,10,14,0,0,20.6,0,0,0,1027,23.4,77,6,,,,,,
2018,10,14,1,0,20.6,0,0,0,1026,23.4,79,6,,,,,,
2018,10,14,2,0,20.5,0,0,0,1025,23.3,79,5.9,,,,,,
2018,10,14,3,0,20.4,0,0,0,1025,23.2,76,5.6,,,,,,
2018,10,14,4,0,20.3,0,0,0,1025,23.2,73,5.4,,,,,,
2018,10,14,5,0,20.2,0,0,0,1025,23.2,69,5,,,,,,
2018,10,14,6,0,20.2,0,0,0,1026,23.4,64,4.8,,,,,,
2018,10,14,7,0,20.2,53,361,119,1027,23.7,60,4.7,,,,,,
2018,10,14,8,0,20.2,68,761,380,1027,23.9,60,4.7,,,,,,
2018,10,14,9,0,20.2,148,633,534,1027,24.1,61,4.6,,,,,,
2018,10,14,10,0,20.2,87,928,797,1026,24.3,60,4.4,,,,,,
2018,10,14,11,0,20.3,363,312,634,1026,24.4,57,4.3,,,,,,
2018,10,14,12,0,20.3,279,608,833,1025,24.5,54,4.3,,,,,,
2018,10,14,13,0,20.3,156,843,908,1024,24.5,54,4.4,,,,,,
2018,10,14,14,0,20.2,86,945,851,1024,24.5,52,4.4,,,,,,
2018,10,14,15,0,20.2,81,900,685,1024,24.5,50,4.5,,,,,,
2018,10,14,16,0,20.2,144,299,290,1024,24.3,49,4.6,,,,,,
2018,10,14,17,0,20.2,86,14,90,1025,24,48,4.6,,,,,,
2018,10,14,18,0,20.3,7,0,7,1025,23.8,48,4.6,,,,,,
2018,10,14,19,0,20.4,0,0,0,1026,23.7,49,4.7,,,,,,
2018,10,14,20,0,20.4,0,0,0,1027,23.6,52,4.8,,,,,,
2018,10,14,21,0,20.3,0,0,0,1027,23.5,56,4.7,,,,,,
2018,10,14,22,0,20.3,0,0,0,1027,23.4,58,4.7,,,,,,
2018,10,14,23,0,20.2,0,0,0,1027,23.3,57,4.6,,,,,,
2018,10,15,0,0,20.2,0,0,0,1027,23.2,58,4.6,,,,,,
2018,10,15,1,0,20.1,0,0,0,1026,23,60,4.6,,,,,,
2018,10,15,2,0,20,0,0,0,1026,22.9,59,4.7,,,,,,
2018,10,15,3,0,20,0,0,0,1026,22.8,60,4.7,,,,,,
2018,10,15,4,0,19.9,0,0,0,1026,22.7,62,4.6,,,,,,
2018,10,15,5,0,19.8,0,0,0,1026,22.7,63,4.4,,,,,,
2018,10,15,6,0,19.8,0,0,0,1027,22.8,64,4.3,,,,,,
2018,10,15,7,0,19.8,46,482,136,1027,23.2,62,4.2,,,,,,
2018,10,15,8,0,19.7,129,437,310,1027,23.4,59,4,,,,,,
2018,10,15,9,0,19.6,77,880,616,1027,23.6,56,3.7,,,,,,
2018,10,15,10,0,19.5,253,556,680,1027,23.9,53,3.4,,,,,,
2018,10,15,11,0,19.4,80,978,933,1026,24.1,47,3.1,,,,,,
2018,10,15,12,0,19.3,82,987,985,1025,24.3,38,2.9,,,,,,
2018,10,15,13,0,19.3,82,982,960,1025,24.3,33,2.9,,,,,,
2018,10,15,14,0,19.2,81,960,860,1024,24.4,24,3,,,,,,
2018,10,15,15,0,19.2,75,919,694,1024,24.4,22,3.1,,,,,,
2018,10,15,16,0,19.2,81,781,462,1024,24.2,21,3.3,,,,,,
2018,10,15,17,0,19.3,51,676,233,1024,24,24,3.5,,,,,,
2018,10,15,18,0,19.5,17,168,23,1025,23.6,29,3.6,,,,,,
2018,10,15,19,0,19.7,0,0,0,1025,23.4,34,3.7,,,,,,
2018,10,15,20,0,19.8,0,0,0,1026,23.2,38,3.7,,,,,,
2018,10,15,21,0,19.8,0,0,0,1026,23.1,42,3.6,,,,,,
2018,10,15,22,0,19.7,0,0,0,1026,23,45,3.4,,,,,,
2018,10,15,23,0,19.6,0,0,0,1025,22.8,48,3.2,,,,,,
2018,10,16,0,0,19.5,0,0,0,1025,22.7,50,2.9,,,,,,
2018,10,16,1,0,19.3,0,0,0,1024,22.6,49,2.6,,,,,,
2018,10,16,2,0,19.1,0,0,0,1024,22.5,45,2.3,,,,,,
2018,10,16,3,0,18.9,0,0,0,1024,22.5,35,2,,,,,,
2018,10,16,4,0,18.7,0,0,0,1025,22.5,21,1.9,,,,,,
2018,10,16,5,0,18.6,0,0,0,1025,22.4,9,2,,,,,,
2018,10,16,6,0,18.6,0,0,0,1026,22.6,3,2.1,,,,,,
2018,10,16,7,0,18.6,49,484,141,1026,22.7,176,2,,,,,,
2018,10,16,8,0,18.3,58,816,399,1026,22.9,342,1.8,,,,,,
2018,10,16,9,0,18.3,69,913,631,1026,23.1,321,1.8,,,,,,
2018,10,16,10,0,18.3,74,963,818,1025,23.4,303,2,,,,,,
2018,10,16,11,0,18.2,78,991,945,1024,23.7,288,2.1,,,,,,
2018,10,16,12,0,18.1,80,1001,998,1023,24,279,2.4,,,,,,
2018,10,16,13,0,18.1,80,997,974,1023,24.1,276,2.5,,,,,,
2018,10,16,14,0,18.1,81,972,872,1021,24.3,276,2.9,,,,,,
2018,10,16,15,0,18.2,77,931,706,1021,24.4,277,3.1,,,,,,
2018,10,16,16,0,18.3,68,850,485,1021,24.4,280,3.4,,,,,,
2018,10,16,17,0,18.5,67,555,217,1022,24.2,288,3.7,,,,,,
2018,10,16,18,0,19,17,153,23,1022,23.9,297,3.9,,,,,,
2018,10,16,19,0,19.3,0,0,0,1023,23.8,304,4.2,,,,,,
2018,10,16,20,0,19.4,0,0,0,1023,23.7,310,4.7,,,,,,
2018,10,16,21,0,19.4,0,0,0,1024,23.6,314,5.1,,,,,,
2018,10,16,22,0,19.4,0,0,0,1024,23.4,317,5.1,,,,,,
2018,10,16,23,0,19.6,0,0,0,1024,23.3,324,5.3,,,,,,
2018,10,17,0,0,19.7,0,0,0,1023,23.3,332,5.8,,,,,,
2018,10,17,1,0,19.6,0,0,0,1023,23.2,338,6.4,,,,,,
2018,10,17,2,0,19.1,0,0,0,1023,23.1,342,6.6,,,,,,
2018,10,17,3,0,18.4,0,0,0,1023,22.9,345,6.4,,,,,,
2018,10,17,4,0,17.7,0,0,0,1023,22.8,347,6.1,,,,,,
2018,10,17,5,0,17.2,0,0,0,1024,22.6,348,6.2,,,,,,
2018,10,17,6,0,16.9,1,1,1,1024,22.7,352,6.3,,,,,,
2018,10,17,7,0,16.6,69,357,138,1025,22.8,177,6.1,,,,,,
2018,10,17,8,0,16.2,106,638,375,1025,22.8,2,5.8,,,,,,
2018,10,17,9,0,16,215,465,503,1026,22.7,5,5.8,,,,,,
2018,10,17,10,0,15.9,327,138,434,1026,22.7,9,5.8,,,,,,
2018,10,17,11,0,15.7,275,629,827,1025,22.6,12,5.6,,,,,,
2018,10,17,12,0,15.6,142,914,983,1025,22.6,14,5.5,,,,,,
2018,10,17,13,0,15.5,157,877,945,1024,22.5,15,5.4,,,,,,
2018,10,17,14,0,15.4,133,885,855,1024,22.4,17,5.4,,,,,,
2018,10,17,15,0,15.4,123,832,686,1024,22.3,17,5.6,,,,,,
2018,10,17,16,0,15.4,106,734,467,1025,22.1,19,5.7,,,,,,
2018,10,17,17,0,15.6,79,532,224,1025,21.9,21,5.6,,,,,,
2018,10,17,18,0,15.8,20,77,23,1026,21.7,23,5.5,,,,,,
2018,10,17,19,0,16,0,0,0,1026,21.6,27,5.6,,,,,,
2018,10,17,20,0,16.2,0,0,0,1027,21.6,30,5.8,,,,,,
2018,10,17,21,0,16.3,0,0,0,1027,21.5,34,6,,,,,,
2018,10,17,22,0,16.4,0,0,0,1027,21.4,38,5.9,,,,,,
2018,10,17,23,0,16.4,0,0,0,1026,21.4,41,5.7,,,,,,
2018,10,18,0,0,16.3,0,0,0,1026,21.3,42,5.5,,,,,,
2018,10,18,1,0,16.2,0,0,0,1026,21.3,43,5.3,,,,,,
2018,10,18,2,0,16.1,0,0,0,1025,21.2,43,5.1,,,,,,
2018,10,18,3,0,16,0,0,0,1025,21.3,43,5,,,,,,
2018,10,18,4,0,16,0,0,0,1026,21.4,45,4.9,,,,,,
2018,10,18,5,0,15.9,0,0,0,1026,21.5,47,4.8,,,,,,
2018,10,18,6,0,16,3,14,2,1027,21.6,50,4.8,,,,,,
2018,10,18,7,0,16,59,74,74,1027,21.8,52,4.8,,,,,,
2018,10,18,8,0,16,178,180,254,1028,22,52,4.7,,,,,,
2018,10,18,9,0,16.1,285,157,383,1028,22.2,51,4.6,,,,,,
2018,10,18,10,0,16.1,368,279,585,1028,22.4,48,4.6,,,,,,
2018,10,18,11,0,16.1,416,315,694,1027,22.6,46,4.7,,,,,,
2018,10,18,12,0,16,387,450,802,1026,22.7,45,4.9,,,,,,
2018,10,18,13,0,16,100,959,964,1026,22.7,44,5.1,,,,,,
2018,10,18,14,0,16,98,936,864,1025,22.8,45,5.3,,,,,,
2018,10,18,15,0,16.1,90,892,696,1025,22.7,46,5.4,,,,,,
2018,10,18,16,0,16.1,79,808,478,1026,22.7,48,5.4,,,,,,
2018,10,18,17,0,16.1,61,631,234,1026,22.5,50,5.4,,,,,,
2018,10,18,18,0,16.3,16,32,17,1026,22.4,53,5.3,,,,,,
2018,10,18,19,0,16.5,0,0,0,1027,22.3,55,5.2,,,,,,
2018,10,18,20,0,16.5,0,0,0,1027,22.3,57,5.3,,,,,,
2018,10,18,21,0,16.6,0,0,0,1027,22.3,59,5.3,,,,,,
2018,10,18,22,0,16.7,0,0,0,1027,22.3,60,5.4,,,,,,
2018,10,18,23,0,16.7,0,0,0,1027,22.2,62,5.4,,,,,,
2018,10,19,0,0,16.6,0,0,0,1027,22.2,65,5.3,,,,,,
2018,10,19,1,0,16.6,0,0,0,1026,22.1,68,5.3,,,,,,
2018,10,19,2,0,16.6,0,0,0,1026,22,72,5.3,,,,,,
2018,10,19,3,0,16.7,0,0,0,1025,22,75,5.3,,,,,,
2018,10,19,4,0,16.8,0,0,0,1025,22,77,5.2,,,,,,
2018,10,19,5,0,16.8,0,0,0,1026,22.1,77,5.1,,,,,,
2018,10,19,6,0,16.9,3,16,2,1026,22.3,77,5.1,,,,,,
2018,10,19,7,0,16.9,49,552,160,1026,22.6,78,5.2,,,,,,
2018,10,19,8,0,16.9,70,782,405,1027,22.9,80,5.1,,,,,,
2018,10,19,9,0,17,224,458,511,1026,23.1,83,4.9,,,,,,
2018,10,19,10,0,17,166,755,756,1026,23.4,87,4.6,,,,,,
2018,10,19,11,0,16.9,368,428,746,1025,23.6,89,4.4,,,,,,
2018,10,19,12,0,16.9,347,267,594,1024,23.8,91,4,,,,,,
2018,10,19,13,0,16.9,350,448,755,1024,23.9,91,3.8,,,,,,
2018,10,19,14,0,16.8,115,896,850,1023,24.1,86,3.1,,,,,,
2018,10,19,15,0,16.8,118,813,672,1023,24.2,78,2.7,,,,,,
2018,10,19,16,0,16.8,112,669,443,1024,24.2,71,2.5,,,,,,
2018,10,19,17,0,16.9,93,40,104,1024,24,65,2.3,,,,,,
2018,10,19,18,0,17.2,11,22,12,1025,23.8,57,2.2,,,,,,
2018,10,19,19,0,17.5,0,0,0,1025,23.6,48,2.2,,,,,,
2018,10,19,20,0,17.7,0,0,0,1026,23.4,43,2.3,,,,,,
2018,10,19,21,0,17.8,0,0,0,1026,23.3,41,2.3,,,,,,
2018,10,19,22,0,17.9,0,0,0,1026,23.1,41,2.2,,,,,,
2018,10,19,23,0,17.9,0,0,0,1026,23,42,2.1,,,,,,
2018,10,20,0,0,17.8,0,0,0,1026,22.9,43,2,,,,,,
2018,10,20,1,0,17.7,0,0,0,1025,22.8,46,1.9,,,,,,
2018,10,20,2,0,17.5,0,0,0,1025,22.8,46,1.7,,,,,,
2018,10,20,3,0,17.4,0,0,0,1025,22.7,37,1.5,,,,,,
2018,10,20,4,0,17.3,0,0,0,1025,22.8,21,1.4,,,,,,
2018,10,20,5,0,17.3,0,0,0,1025,22.9,11,1.5,,,,,,
2018,10,20,6,0,17.3,1,5,1,1026,23.1,10,1.6,,,,,,
2018,10,20,7,0,17.5,73,23,78,1026,23.5,13,1.8,,,,,,
2018,10,20,8,0,17.5,141,397,313,1027,23.8,14,1.8,,,,,,
2018,10,20,9,0,17.4,81,887,640,1027,24.2,14,1.8,,,,,,
2018,10,20,10,0,17.4,86,941,825,1027,24.4,13,1.6,,,,,,
2018,10,20,11,0,17.4,91,968,949,1026,24.5,11,1.5,,,,,,
2018,10,20,12,0,17.4,92,976,998,1026,24.5,6,1.3,,,,,,
2018,10,20,13,0,17.4,90,971,970,1025,24.5,2,1.3,,,,,,
2018,10,20,14,0,17.4,88,948,868,1025,24.5,352,1.5,,,,,,
2018,10,20,15,0,17.6,83,904,700,1025,24.4,351,1.9,,,,,,
2018,10,20,16,0,17.7,211,210,315,1025,24.3,353,2.3,,,,,,
2018,10,20,17,0,17.9,57,649,237,1025,24.1,357,2.7,,,,,,
2018,10,20,18,0,18.2,13,16,14,1026,23.9,184,2.8,,,,,,
2018,10,20,19,0,18.5,0,0,0,1026,23.7,15,2.7,,,,,,
2018,10,20,20,0,18.5,0,0,0,1026,23.5,29,2.6,,,,,,
2018,10,20,21,0,18.4,0,0,0,1026,23.3,40,2.6,,,,,,
2018,10,20,22,0,18.4,0,0,0,1026,23.2,37,2.7,,,,,,
2018,10,20,23,0,18.5,0,0,0,1026,23.2,26,3.1,,,,,,
2018,10,21,0,0,18.7,0,0,0,1026,23.1,20,3.6,,,,,,
2018,10,21,1,0,18.8,0,0,0,1026,23,18,4,,,,,,
2018,10,21,2,0,18.8,0,0,0,1026,22.9,18,4.4,,,,,,
2018,10,21,3,0,18.8,0,0,0,1027,22.7,20,4.8,,,,,,
2018,10,21,4,0,18.9,0,0,0,1027,22.7,25,5,,,,,,
2018,10,21,5,0,18.9,0,0,0,1027,22.7,30,5,,,,,,
2018,10,21,6,0,18.8,1,0,1,1028,22.9,37,5,,,,,,
2018,10,21,7,0,18.7,62,6,63,1028,23.2,44,5,,,,,,
2018,10,21,8,0,18.6,173,108,220,1029,23.4,49,4.9,,,,,,
2018,10,21,9,0,18.6,274,178,387,1029,23.7,53,4.7,,,,,,
2018,10,21,10,0,18.6,290,477,666,1028,24,56,4.7,,,,,,
2018,10,21,11,0,18.6,237,689,850,1028,24.2,56,4.8,,,,,,
2018,10,21,12,0,18.6,405,438,813,1027,24.4,53,5,,,,,,
2018,10,21,13,0,18.6,170,831,925,1027,24.4,51,5.1,,,,,,
2018,10,21,14,0,18.7,89,946,869,1026,24.5,44,5.6,,,,,,
2018,10,21,15,0,18.8,285,338,516,1026,24.4,40,6.1,,,,,,
2018,10,21,16,0,18.9,74,818,481,1027,24.1,39,6.5,,,,,,
2018,10,21,17,0,19.1,57,649,238,1027,23.8,40,6.7,,,,,,
2018,10,21,18,0,19.4,21,170,28,1028,23.6,44,6.8,,,,,,
2018,10,21,19,0,19.6,0,0,0,1028,23.4,48,6.8,,,,,,
2018,10,21,20,0,19.7,0,0,0,1029,23.3,53,6.9,,,,,,
