Project,Scenario,Dollar_year
Standard_scenarios_2020,MidCase,2019$
state,country,t,busbar_load,busbar_load_for_enduse,enduse_load,storage_charging,net_load_busbar,battery_charging,phs_charging,trans_losses,distloss_rate_avg,distloss_rate_marg,prm,capacity_shadow_price,planning_capacity_MW,curt_solar,curt_wind,co2_rate_avg_gen,co2_rate_avg_load_enduse,co2_srmer_enduse,co2_lrmer_enduse,co2_gen_mmt,energy_cost_busbar,op_res_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,op_res_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,generation,variable_generation,nuclear_MWh,coal_MWh,coal-ccs_MWh,o-g-s_MWh,gas-cc_MWh,gas-cc-ccs_MWh,gas-ct_MWh,hydro_MWh,geothermal_MWh,biomass_MWh,wind-ons_MWh,wind-ofs_MWh,csp_MWh,upv_MWh,distpv_MWh,phs_MWh,battery_MWh,canada_MWh,battery_MW,biomass_MW,coal_MW,coal-ccs_MW,csp_MW,distpv_MW,gas-cc_MW,gas-cc-ccs_MW,gas-ct_MW,geothermal_MW,hydro_MW,nuclear_MW,o-g-s_MW,phs_MW,upv_MW,wind-ofs_MW,wind-ons_MW,battery_energy_cap_MWh,phs_energy_cap_MWh,csp_energy_cap_MWh,rps_all_shadow_price,rps_all_f,rps_solar_shadow_price,rps_solar_f,rps_wind_shadow_price,rps_wind_f,ces_shadow_price,ces_f
TX,usa,2034,511150876.8,496252047.4,471439444.9,10426319.7,248887475.7,10415350.9,10968.8,4472509.8,0.05,0.0749,0.1372,53951.04,114485.9,1532024.0,3884802.6,223.5,257.2,549.3,247.7,117.8,30.64,0.03,10.51,0.0,41.18,33.47,0.03,11.94,0.0,45.45,531659752.8,247364571.8,38681600.0,46851360.7,0.0,289450.3,182013266.2,0.0,5232771.6,880679.3,0.0,1384946.4,139652601.2,0.0,0.0,90598070.7,17113899.8,8790.0,8952316.8,0.0,7025.3,218.5,9611.6,0.0,0.0,10985.3,45697.6,0.0,18445.6,0.0,682.0,4960.0,8884.0,5.0,35167.0,0.0,39482.6,24526.1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UT,usa,2034,39887153.7,38794056.4,36854353.6,273922.6,32719770.1,273922.6,0.0,819174.8,0.05,0.075,0.126,60148.99,7325.6,0.0,0.0,664.9,562.8,590.9,465.6,20.4,32.24,0.01,10.08,0.0,42.33,34.91,0.01,11.16,0.0,46.08,30860079.4,6074286.3,0.0,17716398.0,0.0,118.1,5087331.0,0.0,3411.4,753169.4,955658.6,34116.4,1098206.9,0.0,3081.3,3830767.9,1142230.2,0.0,235590.3,0.0,204.8,7.6,2779.0,0.0,1.5,683.2,1838.4,0.0,525.7,127.5,267.5,0.0,32.8,0.0,1710.5,0.0,388.2,731.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VA,usa,2034,143460313.9,134209139.1,127498682.1,8013003.8,100700003.9,2873881.3,5139122.5,1238171.0,0.05,0.0749,0.15,60744.06,31037.7,75.2,0.0,138.2,234.8,659.8,234.3,13.8,33.29,0.03,11.73,0.0,45.04,36.32,0.03,13.81,0.0,50.16,108460184.9,33509135.4,28597520.0,0.0,0.0,9069.5,37498971.4,0.0,14701.4,1239602.2,0.0,1010502.8,1790281.7,20979223.6,0.0,7235625.2,3504004.9,4106331.8,2474350.5,0.0,2894.4,229.4,0.0,0.0,0.0,2369.2,8966.4,0.0,4192.3,0.0,859.1,3568.0,2044.0,3241.0,3637.3,5262.1,440.3,5840.9,38892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VT,usa,2034,7108580.6,6883099.3,6538944.4,11442.1,5744352.9,11442.1,0.0,214039.1,0.05,0.075,0.15,63545.96,1289.0,3020.8,2343.5,0.0,0.5,456.0,330.8,0.0,29.97,0.02,11.25,0.0,41.24,32.45,0.02,12.5,0.0,44.97,23382443.7,1138746.5,0.0,0.0,0.0,61.6,0.0,0.0,0.0,1335057.2,0.0,188974.8,564827.4,0.0,0.0,202489.4,371429.7,0.0,9838.8,20709764.9,15.8,29.1,0.0,0.0,0.0,271.8,0.0,0.0,0.0,0.0,281.3,0.0,13.1,0.0,122.2,0.0,175.0,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WA,usa,2034,114686001.6,113153895.9,107496201.1,163343.9,103368070.6,0.0,163343.9,1368761.8,0.05,0.075,0.172,54531.79,21240.6,0.0,0.0,18.0,45.5,618.2,129.0,2.2,30.71,0.01,9.82,0.0,40.55,33.26,0.01,10.84,0.0,44.11,123044627.8,9785825.3,8801584.0,0.0,0.0,0.0,5357949.7,0.0,97.0,88822355.3,0.0,276690.2,8730210.8,0.0,0.0,77444.1,978170.5,125361.7,0.0,9874764.7,0.0,64.6,0.0,0.0,0.0,806.0,2635.6,0.0,245.0,0.0,22448.0,1163.0,0.0,314.0,44.2,0.0,3258.7,0.0,3768.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.85
WI,usa,2034,78510785.0,74501747.3,70776659.9,3464074.3,52748523.7,3464074.3,0.0,544963.1,0.05,0.0749,0.15,62312.42,17407.9,287598.2,1661.9,504.9,529.9,688.5,418.1,37.3,30.51,0.03,11.7,0.0,42.24,33.53,0.03,13.6,0.0,47.16,74677305.8,21753223.6,0.0,30012962.7,0.0,2416.0,17284969.5,0.0,71025.5,1842474.0,0.0,735334.8,1876504.0,0.0,0.0,18613260.6,1263458.9,0.0,2974899.8,0.0,2373.8,128.6,5259.6,0.0,0.0,891.5,3466.2,0.0,2828.6,0.0,333.3,0.0,167.4,0.0,8331.9,0.0,616.3,9209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WV,usa,2034,38671952.0,37767045.8,35878693.5,28946.0,29334852.7,28946.0,0.0,875960.3,0.05,0.0749,0.15,59755.11,7825.1,0.0,0.0,547.9,566.1,664.8,387.4,17.9,32.49,0.03,10.97,0.0,43.48,35.17,0.03,12.14,0.0,47.34,32570287.7,8432193.0,0.0,15550561.5,0.0,0.0,6550162.5,0.0,611.3,2011830.8,0.0,0.0,5126115.5,0.0,0.0,2940620.6,365456.9,0.0,24928.6,0.0,18.6,0.0,10155.0,0.0,0.0,259.5,1290.3,0.0,1429.2,0.0,245.8,0.0,0.0,0.0,1427.6,0.0,1300.2,61.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WY,usa,2034,25861252.8,23669555.6,22486077.9,1489945.9,-5182411.5,1489945.9,0.0,701751.1,0.05,0.075,0.1255,58143.92,4224.9,235.3,6020.8,553.8,630.9,669.7,543.1,34.8,29.6,0.01,8.68,0.0,38.28,32.45,0.02,10.09,0.0,42.55,64198599.8,28851967.1,0.0,32871716.5,0.0,0.0,302255.5,0.0,4668.2,890642.9,0.0,0.0,28578797.3,0.0,0.0,188660.3,84509.5,0.0,1277349.7,0.0,1294.0,0.0,5270.7,0.0,0.0,51.3,94.0,0.0,150.0,0.0,307.6,0.0,0.0,0.0,92.0,0.0,6642.0,5132.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,usa,2036,100715805.4,99869741.1,94876254.0,158063.8,98156650.3,158063.8,0.0,688000.4,0.05,0.0749,0.15,54281.75,22548.4,0.0,0.0,367.0,385.2,642.0,452.2,44.6,32.23,0.04,11.3,0.0,43.58,34.9,0.04,12.59,0.0,47.53,121563212.4,1713090.9,43849744.4,27782746.0,0.0,122019.7,39528471.2,0.0,172819.2,8290881.4,0.0,27654.4,0.0,0.0,0.0,811307.3,901783.5,0.0,75785.1,0.0,145.1,6.4,4720.0,0.0,0.0,585.3,9629.4,0.0,2255.0,0.0,3074.6,5525.4,798.0,0.0,421.1,0.0,0.0,1515.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR,usa,2036,69004033.4,68197015.6,64787164.8,63811.9,66636185.0,20416.0,43395.8,743206.0,0.05,0.0749,0.1459,55633.18,15413.5,0.0,0.0,383.5,335.0,647.5,350.6,18.5,30.91,0.03,10.63,0.0,41.57,33.48,0.03,11.82,0.0,45.32,48099507.3,1560830.6,13757110.4,12605620.8,0.0,2560.6,16930900.7,0.0,25648.5,3065443.9,0.0,99171.2,0.0,0.0,0.0,626836.0,933994.5,34627.1,17593.6,0.0,20.0,16.8,3468.6,0.0,0.0,590.7,6095.8,0.0,712.2,0.0,1354.9,1817.8,261.0,28.0,300.3,0.0,0.0,40.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZ,usa,2036,109243124.0,103421763.8,98250675.5,4044588.9,67404538.9,3377160.1,667428.8,1776771.2,0.0499,0.0748,0.135,68539.94,25654.0,583979.3,1656.2,232.6,266.2,595.6,192.1,25.5,30.38,0.02,13.97,0.0,44.36,33.34,0.02,16.29,0.0,49.64,110712178.0,36017224.9,32141659.8,20074184.9,0.0,0.0,10389940.8,0.0,120875.8,8347595.1,0.0,188786.4,760551.4,0.0,873031.0,29474846.8,4908795.8,532686.8,2899223.4,0.0,2116.6,28.2,3329.0,0.0,304.9,2670.2,10452.9,0.0,2089.6,0.0,2589.5,3937.0,0.0,216.3,11033.8,0.0,267.3,8276.3,2595.6,2954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA,usa,2036,334193236.5,311143282.3,295586118.3,19736369.4,174927640.5,9172444.2,10563925.3,3313584.7,0.05,0.0749,0.1461,72990.6,71710.5,329657.9,37020.4,113.4,151.4,519.5,117.9,32.7,32.29,0.01,13.82,0.0,46.13,35.73,0.02,16.38,0.0,52.12,295973406.6,136215641.8,0.0,0.0,0.0,15491.1,82409126.0,0.0,909535.5,33131734.6,22034115.5,5019847.1,10281324.2,0.0,2817475.8,92822370.4,30294471.3,8373697.1,7864217.8,0.0,5353.2,787.1,0.0,0.0,1372.0,17612.7,20907.6,0.0,9623.5,2986.6,10698.1,0.0,563.0,3911.9,35396.4,0.0,5594.6,22065.3,46942.8,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.73
CO,usa,2036,77623681.3,75117253.3,71361390.7,2195098.4,46520795.8,1095402.9,1099695.6,311329.6,0.05,0.075,0.125,62843.5,14950.8,0.0,0.0,400.5,470.6,676.6,443.5,21.9,30.79,0.01,10.29,0.38,41.48,33.54,0.02,11.64,0.41,45.61,56593301.1,28596457.5,0.0,19580598.2,0.0,471.5,4690759.0,0.0,80438.5,1694058.9,0.0,128805.0,19228386.8,0.0,62101.8,5927560.4,3378408.3,879989.8,941722.7,0.0,739.7,17.6,3129.1,0.0,30.0,1934.9,3293.6,0.0,2621.1,0.0,669.1,0.0,15.4,562.5,2407.5,0.0,5501.2,2824.3,6750.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.9,0.47
CT,usa,2036,34550548.9,34447909.9,32725514.4,28806.8,29011859.0,28806.8,0.0,73832.2,0.05,0.0749,0.15,74953.12,8912.2,473.6,170.0,194.2,185.7,475.4,217.5,6.6,31.42,0.02,15.84,0.34,47.62,34.03,0.02,17.66,0.37,52.09,34257373.6,5436050.9,9597306.6,0.0,0.0,5264.4,17503513.2,0.0,64764.1,475896.1,0.0,1149837.1,435491.5,0.0,0.0,3570193.7,1430365.7,0.0,24741.2,0.0,20.3,223.5,0.0,0.0,0.0,1011.5,3984.9,0.0,1099.0,0.0,123.7,1220.1,604.2,0.0,1939.5,0.0,121.9,81.2,0.0,0.0,1.2,0.44,0.0,0.0,0.0,0.0,0.0,0.0
DE,usa,2036,14122719.4,13972782.9,13274143.7,0.0,9496734.8,0.0,0.0,149936.5,0.05,0.0749,0.15,62829.72,3767.0,0.0,0.0,121.5,228.8,615.3,298.9,0.7,32.4,0.02,14.47,0.0,46.89,35.1,0.03,16.37,0.0,51.49,6148391.8,4476048.1,0.0,136319.2,0.0,0.0,1505027.5,0.0,323.1,0.0,0.0,30674.0,0.0,0.0,0.0,3892213.3,583834.8,0.0,0.0,0.0,0.0,7.0,410.0,0.0,0.0,390.0,1511.0,0.0,187.2,0.0,0.0,0.0,30.0,0.0,1866.3,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.03,0.0,0.0,0.0,0.0
FL,usa,2036,285916930.2,277991262.7,264091699.6,6813827.5,211807612.7,6813827.5,0.0,1111839.9,0.05,0.0749,0.15,49568.3,63009.2,56556.5,0.0,288.7,316.1,600.0,242.9,76.8,34.06,0.03,9.66,0.0,43.76,37.06,0.04,10.96,0.0,48.05,270213236.1,66183650.0,29062390.0,21714314.5,0.0,112580.3,142877516.5,0.0,909174.6,199358.5,0.0,3265830.3,0.0,0.0,0.0,51829264.7,14354385.4,0.0,5888421.4,0.0,4439.9,604.8,6424.0,0.0,0.0,9086.6,34619.7,0.0,8097.6,0.0,54.5,3626.0,2054.9,0.0,21392.2,0.0,0.0,15955.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,usa,2036,173925399.8,169188960.6,160729512.6,3742206.6,156247170.2,664733.5,3077473.1,994232.6,0.05,0.0749,0.15,55304.24,38554.2,0.0,0.0,299.7,266.9,664.9,227.9,34.6,33.55,0.04,11.66,0.0,45.24,36.46,0.04,13.29,0.0,49.79,116986158.4,12941790.4,43014010.0,22103422.9,0.0,38827.3,30459604.1,0.0,56905.8,3378007.3,0.0,1980200.2,0.0,0.0,0.0,12149629.9,792160.5,2438874.8,574515.7,0.0,511.9,287.1,8416.0,0.0,0.0,512.9,7989.0,0.0,7635.1,0.0,2275.4,5385.0,788.0,1862.2,5523.4,0.0,0.0,1615.4,22346.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,usa,2036,55504280.7,53787650.8,51098268.2,1074258.5,14142003.3,1074258.5,0.0,642371.6,0.05,0.0749,0.15,59750.75,12375.0,6027.6,32766.8,419.2,445.7,716.8,163.5,30.6,29.55,0.02,11.95,0.0,41.51,32.13,0.03,13.57,0.0,45.72,73645207.3,39645647.4,0.0,27869731.0,0.0,248.2,3971710.9,0.0,4788.2,1180129.5,0.0,49156.8,31076506.4,0.0,0.0,7964165.3,604975.6,0.0,923795.3,0.0,791.2,11.2,4612.9,0.0,0.0,392.5,1656.4,0.0,479.4,0.0,193.4,0.0,427.9,0.0,3522.1,0.0,9672.9,2976.8,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
ID,usa,2036,33366512.9,32364923.7,30746677.5,31085.1,28702748.1,31085.1,0.0,970504.0,0.05,0.0749,0.1339,64080.13,6968.8,0.0,0.0,136.6,225.4,604.0,99.1,3.1,30.88,0.01,12.65,0.0,43.54,33.44,0.01,14.06,0.0,47.52,23052826.7,3662175.5,0.0,0.0,0.0,0.0,8756073.6,0.0,0.0,10342379.2,89580.0,176293.0,2344020.1,0.0,0.0,641991.8,676163.5,0.0,26325.4,0.0,39.3,26.6,0.0,0.0,0.0,433.0,2248.7,0.0,547.4,12.0,2809.1,0.0,0.0,0.0,340.1,0.0,837.8,120.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,usa,2036,165447311.1,158669343.9,150735876.6,5621216.2,112979092.8,5621216.2,0.0,1156751.1,0.05,0.0749,0.15,61402.2,40666.1,87669.0,21737.9,229.6,269.9,677.3,303.1,37.2,31.58,0.02,12.92,0.0,44.52,34.4,0.03,14.94,0.0,49.37,164372211.3,45690250.9,63611860.4,28588926.5,0.0,7742.7,20374949.9,0.0,794912.5,121038.6,0.0,349822.7,17260001.9,0.0,0.0,24662525.3,3767723.9,0.0,4832707.0,0.0,3704.3,79.1,6118.1,0.0,0.0,2561.3,4517.4,0.0,9895.6,0.0,28.5,7966.4,190.2,0.0,11210.4,0.0,5982.1,14491.8,0.0,0.0,0.0,0.25,0.0,0.03,0.0,0.03,0.0,0.0
IN,usa,2036,120449764.1,116078149.9,110274242.3,3414513.4,101029409.0,3414513.4,0.0,957100.8,0.05,0.0749,0.15,57198.02,24311.9,0.0,0.0,633.3,500.9,675.3,453.0,73.3,31.36,0.02,10.59,0.0,41.97,34.06,0.03,12.04,0.0,46.13,117309077.5,15048740.8,0.0,52535211.5,0.0,59500.9,46024435.7,0.0,35028.5,433300.7,0.0,237727.2,8539398.0,0.0,0.0,4377475.2,2131867.6,0.0,2935132.2,0.0,2417.6,53.2,9643.5,0.0,0.0,1437.5,7292.3,0.0,2894.1,0.0,83.2,0.0,441.3,0.0,2145.6,0.0,2960.8,9389.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,usa,2036,48536944.3,47842448.1,45450325.7,281969.3,10635987.8,281969.3,0.0,412527.0,0.0499,0.0749,0.136,58296.89,11737.0,48559.2,190345.6,311.6,344.9,674.6,493.2,20.7,28.44,0.02,10.41,0.0,38.86,30.85,0.02,11.57,0.0,42.43,66519552.8,37206460.3,10030300.0,18236433.2,0.0,36.6,756123.7,0.0,7697.6,0.0,0.0,40194.0,22326587.6,0.0,0.0,14308424.2,571448.5,0.0,242307.4,0.0,188.6,9.0,3721.5,0.0,0.0,359.1,266.0,0.0,2011.7,0.0,0.0,1225.0,81.9,0.0,5853.5,0.0,6463.8,754.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KY,usa,2036,106292297.9,102862752.2,97719614.5,2673879.3,81401748.1,2673879.3,0.0,755666.4,0.05,0.0749,0.15,58144.26,21978.8,0.0,0.0,579.9,687.1,715.5,494.1,54.3,32.82,0.03,10.48,0.0,43.32,35.65,0.04,11.86,0.0,47.55,96522605.8,21461003.8,0.0,42175180.0,0.0,0.0,26295320.4,0.0,317509.6,3906753.6,0.0,66545.6,0.0,0.0,0.0,21400329.8,60674.0,0.0,2300292.8,0.0,1457.1,15.2,7440.0,0.0,0.0,39.1,3778.6,0.0,4808.6,0.0,1099.5,0.0,0.0,0.0,9286.2,0.0,0.0,6657.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,usa,2036,123061692.4,120379380.1,114360411.1,2217231.0,101838528.0,2217231.0,0.0,465081.3,0.05,0.0749,0.1396,53877.45,26482.5,0.0,0.0,272.4,303.4,601.8,276.2,40.3,31.18,0.03,10.43,0.0,41.64,33.85,0.04,11.8,0.0,45.68,149331338.0,18540852.2,17412995.6,0.0,0.0,102591.4,110323508.2,0.0,84492.1,953306.5,0.0,0.0,0.0,0.0,0.0,17033394.1,1507458.0,0.0,1913592.1,0.0,1315.9,0.0,0.0,0.0,0.0,1002.6,17482.4,0.0,1661.0,0.0,192.0,2132.9,1626.1,0.0,7289.5,0.0,0.0,5239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA,usa,2036,67557857.2,64738994.9,61502045.1,2517156.6,39923439.2,78452.8,2438703.8,301705.7,0.05,0.0749,0.15,73618.96,15720.7,225.7,947.8,108.5,92.3,471.8,199.9,4.2,31.17,0.02,14.57,0.0,45.77,34.05,0.02,16.83,0.0,50.91,39691909.3,24815555.7,0.0,0.0,0.0,723.6,10366869.7,0.0,119693.6,1089050.9,0.0,1277449.6,772473.2,16965997.9,0.0,2911791.2,4165293.4,1954963.9,67602.3,0.0,49.6,253.5,0.0,0.0,0.0,2987.5,6144.6,0.0,806.7,0.0,255.8,0.0,24.5,1768.0,1537.2,4300.7,226.1,198.3,21216.0,0.0,0.0,0.38,0.0,0.1,0.0,0.0,0.0,0.47
MD,usa,2036,93944939.6,92923356.4,88277188.6,97841.2,66212226.3,97841.2,0.0,923742.0,0.05,0.0749,0.15,61409.65,22184.6,0.0,0.0,167.0,263.8,632.6,497.0,9.3,32.96,0.02,12.97,0.0,45.94,35.7,0.03,14.5,0.0,50.22,55976413.5,26711130.2,6715990.8,2958884.9,0.0,1260.5,17231889.5,0.0,2596.2,2004822.6,0.0,265698.0,1973972.4,6341442.7,0.0,15677548.4,2718166.8,0.0,84140.7,0.0,95.5,61.4,3450.0,0.0,0.0,1819.9,3832.6,0.0,1605.6,0.0,643.5,853.8,1597.7,0.0,8331.4,1605.8,552.4,191.0,0.0,0.0,0.0,0.57,0.0,0.13,0.0,0.0,0.0,0.0
ME,usa,2036,15463398.4,15427283.5,14655919.3,19540.3,11690774.5,19540.3,0.0,16574.6,0.05,0.075,0.15,72145.67,2378.3,24.8,746.3,89.5,84.7,459.5,290.8,1.3,31.17,0.02,10.94,0.0,42.13,33.73,0.02,11.93,0.0,45.68,14722591.1,3736509.0,0.0,0.0,0.0,9382.2,3262865.4,0.0,0.0,4065863.2,0.0,2144266.6,3272934.0,0.0,0.0,10221.7,453353.3,0.0,16808.1,1486896.7,17.5,301.2,0.0,0.0,0.0,327.7,1459.1,0.0,0.0,0.0,633.1,0.0,618.7,0.0,5.6,0.0,936.9,49.4,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0
MI,usa,2036,118806503.5,113950290.0,108252775.4,4477571.9,71542962.8,1453432.0,3024140.0,378641.5,0.05,0.0749,0.15,55327.01,26719.6,324055.5,0.0,306.2,406.9,663.5,370.0,45.3,31.22,0.02,10.82,0.0,42.05,34.05,0.02,12.49,0.0,46.57,151349708.9,42407327.2,27088152.0,27796039.7,0.0,1036060.9,42363084.4,0.0,273121.7,1448398.4,0.0,1735265.9,9084520.9,0.0,0.0,30363159.0,2959647.3,2412416.0,1249762.5,3540080.4,834.7,283.9,4512.0,0.0,0.0,2127.7,9096.6,0.0,3869.7,0.0,261.0,3318.0,2268.3,2152.0,14292.7,0.0,2922.9,3149.2,25824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,usa,2036,82360100.4,80409461.8,76388988.8,924438.5,56544689.4,924438.5,0.0,1026200.2,0.05,0.0749,0.15,64472.92,17191.9,28.6,748.6,144.8,245.6,715.5,345.1,7.7,29.98,0.02,11.14,0.0,41.14,32.53,0.02,12.41,0.0,44.95,54621608.0,23864772.4,8490560.0,5870700.7,0.0,1207.6,3592805.8,0.0,55115.6,792754.9,0.0,673668.1,14109581.9,0.0,0.0,6702334.8,3052855.6,0.0,793747.3,10486275.6,730.1,113.0,973.9,0.0,0.0,2160.1,2216.0,0.0,2474.7,0.0,172.4,1040.0,268.5,0.0,3192.9,0.0,4299.2,2663.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MO,usa,2036,104713133.4,101899153.4,96804195.7,1668154.3,76200226.1,720438.1,947716.1,1145825.9,0.05,0.0749,0.1482,58949.13,24791.2,33924.2,11465.1,604.9,619.2,712.1,338.0,56.4,30.75,0.02,11.48,0.0,42.26,33.44,0.03,12.97,0.0,46.43,94059440.3,25698927.3,9715160.0,54635542.3,0.0,0.0,1415055.9,0.0,2692.4,1153787.9,0.0,67921.0,6090568.8,0.0,0.0,18455648.9,1152709.7,751724.8,618628.5,0.0,791.9,15.5,9501.9,0.0,0.0,732.1,1813.1,0.0,2585.8,0.0,567.3,1190.0,178.0,657.0,7898.1,0.0,1889.6,1635.2,7884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,usa,2036,55292166.9,54606979.3,51876630.3,76913.6,47161130.8,76913.6,0.0,608274.0,0.05,0.0749,0.15,55100.03,11961.8,0.0,0.0,251.9,287.3,636.3,415.0,9.7,31.9,0.03,10.73,0.0,42.66,34.54,0.04,11.96,0.0,46.53,38257785.5,7445848.4,11437764.0,3041506.6,0.0,56744.1,16176885.8,0.0,32680.6,0.0,0.0,0.0,0.0,0.0,0.0,6461109.0,984739.4,0.0,66355.8,0.0,81.6,0.0,1004.0,0.0,0.0,644.6,8179.3,0.0,1211.6,0.0,0.0,1401.0,723.2,0.0,2712.1,0.0,0.0,163.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,usa,2036,20339584.0,19509338.8,18533872.0,70299.2,10653355.7,70299.2,0.0,759946.1,0.05,0.075,0.171,59657.01,3736.6,23.0,20.9,375.3,392.8,613.2,206.7,11.3,29.93,0.01,9.52,0.0,39.46,32.4,0.01,10.43,0.0,42.84,30169263.7,8855983.1,0.0,10275576.3,0.0,0.0,0.0,0.0,335.6,10909347.5,0.0,0.0,8534809.3,0.0,0.0,29485.2,291688.6,0.0,58120.1,69901.0,126.7,0.0,1702.0,0.0,0.0,202.6,40.0,0.0,375.9,0.0,2859.8,0.0,52.0,0.0,17.0,0.0,1998.3,526.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,usa,2036,166525442.0,164093206.7,155888546.4,1396775.0,140943978.7,1274606.9,122168.1,1035460.3,0.05,0.0749,0.15,60303.5,37926.9,0.0,0.0,327.3,308.7,677.5,326.2,45.1,33.56,0.03,12.16,0.0,45.75,36.38,0.03,13.63,0.0,50.04,138551796.9,23149228.2,41103280.4,34986946.5,0.0,420.5,31685482.9,0.0,142915.9,4534262.3,0.0,1757641.0,5658870.7,0.0,0.0,10297796.6,7192560.9,96189.8,1095429.4,0.0,763.3,269.4,8832.0,0.0,0.0,4765.8,6061.2,0.0,5947.2,0.0,1830.3,5149.6,95.1,86.0,5455.5,0.0,1632.0,3024.6,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,usa,2036,16755251.1,15866760.1,15073422.1,173672.9,-1992005.7,173672.9,0.0,714818.1,0.05,0.0749,0.15,60346.83,3232.1,1679.1,72967.8,414.4,452.9,702.8,480.6,20.1,28.81,0.02,10.4,0.0,39.23,31.25,0.02,11.66,0.0,42.93,48666054.8,17858765.9,0.0,18176632.8,0.0,41.1,0.0,0.0,2462.4,1994781.8,0.0,0.0,17698542.4,0.0,0.0,0.0,160223.3,0.0,148986.8,10484384.0,170.9,0.0,3489.8,0.0,0.0,111.1,5.3,0.0,519.6,0.0,557.0,0.0,14.0,0.0,0.0,0.0,4994.4,635.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,usa,2036,36285715.7,35332944.6,33566297.4,467055.1,17816169.7,467055.1,0.0,485715.9,0.0499,0.0749,0.136,59190.16,8643.7,1864.7,12541.1,332.8,379.8,722.2,237.8,9.4,29.75,0.02,11.52,0.0,41.28,32.3,0.02,12.94,0.0,45.27,28375554.5,17516774.9,0.0,9304595.5,0.0,27.1,42570.9,0.0,1023.0,1079809.0,0.0,28294.4,10961610.5,0.0,0.0,6212456.0,342708.5,0.0,402459.7,0.0,483.5,6.4,3158.5,0.0,0.0,206.9,338.2,0.0,893.0,0.0,283.6,0.0,36.7,0.0,2699.6,0.0,2945.4,1282.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NH,usa,2036,13578459.9,12338683.7,11721749.5,1186812.7,6993098.2,1186812.7,0.0,52963.5,0.05,0.0749,0.15,73147.8,2788.2,15634.7,13443.3,17.2,25.3,466.3,132.0,0.3,31.06,0.02,13.06,0.0,44.14,34.16,0.02,15.85,0.0,50.02,19971794.8,5345585.5,10216421.4,0.0,0.0,0.0,776289.0,0.0,0.0,1424770.9,0.0,1188330.6,2571263.8,0.0,0.0,2406944.3,367377.4,0.0,1020397.4,0.0,821.0,169.6,0.0,0.0,0.0,269.3,1258.0,0.0,0.0,0.0,493.0,1251.4,0.0,0.0,1151.0,0.0,698.5,3283.9,0.0,0.0,0.0,0.21,0.0,0.01,0.0,0.0,0.0,0.0
