P [kW],Q [kVA]
-7.2,19.1
-5.9,16.6
-4.1,13.3
-4.1,13.3
-5.1,15.2
-4.8,15.2
-7.8,19.8
-7.2,19.3
-6.7,18.7
-4.5,14.8
-4.2,13.9
-4.1,13.9
17.9,11.8
75.3,5.37
9.68,14.2
-7.9,19.3
-7.3,17.6
-7.1,17.7
-7,17.8
-7.4,19
-7.7,19.9
-6.7,19.1
-4.4,16.3
-5.2,17
-4.9,14.5
31.7,10.4
76.3,4.85
70,5.89
62.4,7.6
70.3,6.21
75.2,5.25
74.5,5.44
66.6,6.32
74.5,5.33
74.6,5.26
74.6,5.15
74.9,5.17
50.1,9.25
8.73,12.5
38.3,9.17
44.9,8.76
26.5,13
75.2,6.89
75.1,7.26
75.3,7.28
59.9,8.22
-5.9,18.7
19.6,13.5
76.5,5.85
68.4,6.95
-4.2,12.3
-4.3,12.6
-4.2,12.6
-4.6,12.6
-4.2,12.6
-4.4,12.5
23.9,10.6
74.8,5.03
73.5,5.28
-3.9,16.2
-6.4,15.9
-6.3,15.3
-6.5,15.5
-6.6,15.8
-6.7,16.4
-6.8,17.1
-6.8,17.3
-6.9,17.5
-6.9,17.6
-7.3,17.4
-7,17.3
-4.2,14.2
-4.6,13.4
-4,12.7
-5.9,16.1
-4.4,12.6
-4.5,12.1
-4.7,12.6
-4.8,13
-4.6,12.9
8.32,13.2
53.9,8.85
71.2,5.82
14,13
-6.7,15.5
-6.7,15.6
-6.7,15.7
-6.6,15.8
-6.7,16.1
-6.8,16.7
-6.8,16.9
-6.8,16.9
-7.1,17.1
-6.8,17
-6.7,16.9
-6.7,16.7
-7,16.5
-6.9,17.7
-8.3,21.7
-5.9,15.3
-5.1,13.6
-4.9,13.6
-5.1,13.9
-4.9,14.2
-4.9,13.8
-4.9,13.6
-4.8,13.8
-3.9,14
-4.7,16.3
-4.3,14.1
-4.1,13.5
-4.3,14.4
-4.3,14.9
-4.3,14.8
-4.2,15.1
-4.3,15.5
-4.4,15.9
-4.2,15.3
-4.3,16
-4.3,15.7
-4.3,15
-4.2,14.7
-4.2,15.3
-4.4,15.4
-4.3,14.6
-4.5,15
-4.5,15
-4.4,14.6
-4.2,14.3
-4.1,14.2
-3.9,13.8
-4,13
-4,13.1
-4.2,13.4
-4.1,13.6
-4.2,14
-4.2,14.8
-4.2,15.5
-4.2,15.3
-4.2,16.1
-4.2,16.4
-4.5,16.2
-4.2,15.6
-4.2,15.4
-4.6,14.7
-4.3,14.7
-4.8,13.4
-4.3,13.2
-4.8,13.2
-4.5,12.9
-4.9,13.6
-4.7,13.6
-4.2,12.7
-4.1,13
-4,13.4
-3.8,13.5
-4,13.1
-3.9,13.5
-4,13.9
-3.9,13.6
-4,15
-4,15.6
-4,16
-4,15.9
-4,16.7
-4,16.8
-3.8,15.5
-3.9,15.5
-4.1,14.6
-4.1,13.9
-4,13.2
-4.9,15.4
-5.2,15.1
-4.4,14
-4.3,13.9
-4.5,13.8
-4.6,14.6
41.7,10
95.3,5.47
36.9,11.3
-6.8,16.3
-6.5,15.4
-6.7,15.6
-6.8,15.7
-6.8,15.9
-6.7,16.2
-6.8,16.5
-6.5,16.7
-4,14.4
-4,14.7
-4,14.3
-4.2,13.7
-3.9,12.3
-4,13.2
-4.7,14.1
-4.1,13.4
11.2,12
137,3.1
50.1,8.89
-6.8,16.8
-8.1,15.7
-7.6,16.7
-7.6,15.1
-7,16.8
-6.1,15.2
-6.2,15.5
-6.4,15.8
-6.4,16.1
-6.5,16.7
-6.5,17
-6.6,17.2
-6.6,17.3
-6.6,17.3
-6.6,17.1
-6.9,16.8
-6.4,16.4
-6.4,15.8
-6.8,15.6
-6.3,14.9
-6.7,15
-6.5,15.1
-6.7,15.2
-6.3,15.2
124,5.08
175,-0.00016
68.3,7.35
53.3,6.48
11.3,14.8
-6,15.1
-6.1,15.5
-6.1,15.7
-6.2,16
-6.3,16.2
-6.3,16.3
-6.3,16.5
-6.2,16.4
-6.1,16.4
-6.6,16.9
-6.2,16.7
-6.2,16.3
-6.5,15.7
-6.2,15.4
-6.7,15.6
-6.6,15.7
-7.2,17.3
-7,15.4
31.5,10.2
-3.3,14.5
19.2,11.3
-7.4,16.4
-6.3,15.1
-6.6,15
-6.6,15.2
-6.7,15.6
-6.8,15.7
-6.8,15.8
-6.8,16
-6.8,16.5
-6.7,16.8
-6.8,17.2
-6.8,17.3
-6.9,17.5
-7.3,17.7
-7.1,17.2
-6.8,16.8
-6.8,16.6
-6.6,16.6
-6.5,16.3
-6.7,16.2
-7.1,16.3
-7,16.3
-6.6,16.5
-6.9,16.7
-6.8,16.4
-6.6,16.1
-6.6,16.1
-7,16
-6.9,16.2
-7,16.5
-7.1,16.8
-7,16.8
-7.1,17
-7.6,17.5
-7.2,17.6
-7.1,17.7
-7,17.6
-7.1,17.7
-7.5,17.5
-7.1,17.1
-6.8,16.8
-7,16.7
-7,16.8
-7.1,16.5
-7.1,16.4
-7.2,16.4
-7.1,16.3
-7.2,16.2
-7,16
-6.9,15.9
-6.7,15.9
-7,15.8
-7,15.7
-7.2,16
-7.2,16.1
-7.2,16.8
-7.3,17.1
-7.3,17.4
-7.3,17.5
-7.3,17.4
-7.2,17.3
-7.4,17
-7.2,16.3
-7.1,15.9
-6.2,15.3
-4.7,12.6
-4.8,12.5
-5.2,13.1
-5.1,12.6
-4.8,12.5
-4.8,12.9
-4.6,14.5
-4.3,13.7
-4,13.6
-3.8,13.2
-4.1,13.8
-4.2,14.3
-4.1,13.9
-4.1,14
-4.2,15.1
-4.3,15.4
-4.3,15
-4.4,15.6
-4.4,15.5
-4.5,15.3
-4.2,14.8
-4.2,14.3
-4.7,13.8
-4.2,13.1
-4.3,13.4
-3.8,13.3
-4.2,13.3
773,1.21
1510,-12
1440,-16
1390,-14
683,-2.9
-5.9,15.5
-6.1,15.4
-6.3,14.9
-6.3,15.4
-6.3,16.1
-6.4,16
-6.4,16.6
-6.6,16.9
-6.7,17.5
-6.8,17.7
-6.8,17.7
-6.8,17.4
-6.9,17
-7.3,16.3
-7,15.9
-7,15.7
-6.7,15.4
706,-0.18
1390,-11
1200,-16
986,-18
763,-16
963,-18
978,-13
607,-9.9
-6.1,15.8
-6.4,15.8
-6.5,15.9
-6.5,16.5
-6.5,16.8
-6.6,17
-6.7,16.6
-6.7,16.9
-6.8,17
-6.8,17.1
-7,17.4
-7.1,17
-7,15.9
-7.5,17.1
-7.4,15.5
-5.9,14.8
-4.8,14.2
-4.6,14
-4.5,13.7
-4.8,14.1
-4.5,13.7
-4.9,15
-4.4,14.8
-4.3,14.8
-3.8,14.6
-3.7,13.4
-3.8,14.2
-3.8,14.8
-4.1,15.3
-3.8,14.7
-3.9,15.7
-3.9,16.3
-4.1,15.9
-4,16.6
-4.1,16.5
-4,16
-4.2,15
-4.4,15.4
-3.9,13.3
-4.9,13.4
-4.6,13.4
-4.6,13.4
-4.5,13.4
-4.7,13.2
-4.8,13
-4.6,12.8
-4.7,12.9
-4.5,12.4
-4.2,14
-3.7,13.4
-3.7,13.4
-3.8,14.1
-3.8,14.8
-3.7,14.5
-3.9,15.5
-3.9,16.2
-3.9,16.3
-4.2,16
-3.9,16.8
-3.8,16.6
-3.7,15.3
-4.1,15.3
-4.6,16.1
-4.5,14.2
-4.6,14.1
-4.5,13.8
-4.6,13.7
-4.6,13.3
-4.2,13.3
-4.2,13.2
-4.3,13.5
-4.3,14.4
-3.9,14.7
-4,14.5
-3.9,14.1
-4.1,15.1
-4,15.4
-4,15.7
-3.9,16
-4.1,16.9
-4,17.1
-4,16.7
-4.1,17.5
-7.3,22.8
-7.7,23.7
-4.1,16.9
-4,16.5
-4.1,16.3
-6.6,19.6
-8,21.6
-7.6,21.3
-7.8,21.2
-7.5,21.2
-7.6,20.9
-7.2,20.7
-7.4,20.7
-7.3,20.3
-6.7,19.8
-4.1,14.5
-4.2,14.4
-4,14.7
-3.9,15.1
-4.4,15.1
-4.3,16.4
-7.6,22.3
-7.4,22.3
-7.5,22.3
-7.5,22
-5.6,17.8
-4,14.4
-4.1,14.1
-4.3,14
-4.9,14.6
-7.6,19.2
-4.6,11.5
0.00183,0.000235
-8.5,13.1
-6.9,16.5
-8.1,21.3
-7.5,19.4
-7.1,18.7
-7.1,18.4
-7.4,18.8
-7.1,19.2
-7.1,19.8
-4.7,16.3
-4.2,15.4
-3.9,15.2
-3.9,15.9
-4,15.8
-6.6,19.2
-7.4,21.4
-7.2,20.6
-7.1,19.6
-7.3,18.9
-4.9,15.3
-3.7,12.8
-4.3,13.6
-0.029,0.114
-4,7.32
-7.6,17.4
-7.5,19.4
-7.5,19.5
-7.1,19.2
-7.2,18.9
-6.7,18.8
-3.8,13
-3.9,13.5
-4.1,14.2
-3.9,14.7
-3.8,14.8
-3.9,15.8
-4.9,17.3
-7.7,22.1
-7.2,21.9
-7.3,21.7
-4.3,15.8
-4,14
-3.7,13.2
-3.9,13.5
-4.1,13.9
-4.3,13.9
-4.2,13.6
-3.9,13.8
-4.3,13.8
-4,13.8
-7.9,19.8
-7.3,19.9
-5.9,17.9
-4.1,14.3
-4,14.2
-4,13.9
-4.1,14.7
-4.1,15
-4.1,14.9
-4.2,15.6
-4.6,15.9
-4.1,15.7
-4.1,15.3
-7.9,21.5
-7.6,20.9
-7.5,19.9
-5.6,16.7
-4.4,12.5
-4.8,12.6
-4.7,13
-4.4,12.9
-4.6,12.8
-4.6,12.7
-4.9,12.9
-4.2,14.3
-3.9,13.8
-4,13.7
-3.7,13.3
-3.7,13.5
-3.8,13.7
-3.8,14.2
-3.7,14.1
-3.9,15.2
-4.2,15.3
-3.8,15.3
-3.8,15
-3.9,15.5
-4.3,15.4
-3.7,14.2
-3.9,14.1
119,12.2
938,-12
89.1,8.88
281,-0.51
210,0.823
3.33,16.1
130,8.44
-0.22,16.6
25.7,13.5
7.72,14.8
-6.7,16.1
-6.3,15.2
-6.4,15.4
-6.5,15.8
-6.6,16.2
-6.4,16.3
-6.6,17
-6.6,17.4
-6.7,17.6
-6.7,17.8
-6.7,17.8
-6.5,17.8
-6.8,17.6
-6.8,17.1
-6.7,16.6
-7.1,16.4
-6.7,16.3
-7.1,16.5
-7,16.3
-7,16.4
-7,16.1
-6.6,15.9
-6.8,15.9
-6.5,15.9
-6.8,15.8
-6.7,15.9
-6.5,16
-6.5,16.2
-6.5,16.5
-6.6,16.9
-6.4,17.3
-6.5,17.6
-6.6,17.6
-6.5,17.6
-6.7,17.6
-6.9,17.5
-6.7,17.3
-6.5,17.2
-6.9,17
-6.6,16.9
-7,16.9
-6.9,16.8
-6.9,16.7
-6.9,16.4
-6.8,16.1
-6.6,16
-6.9,15.9
-6.6,15.7
-6.5,15.4
-6.8,14.9
-6.6,15.2
-6.6,15.6
-6.6,15.8
-6.4,16
-6.5,16.9
-6.6,17.5
-6.7,18.1
-6.9,18.3
-6.9,18.1
-7.1,17.9
-7.1,17.3
-7,16.4
-7,15.2
-6.8,15.4
-6.9,16.1
-7,16.1
-7,15.9
-6.9,16.1
-6.7,15.9
-6.8,15.8
-7.1,16.2
-6.7,16.3
-6.7,16.3
-6.6,15.6
-6.8,15.7
-6.8,15.4
-5.9,14.9
-4.1,14.1
-4,14.4
-4.1,15.2
-4.1,15.8
-4.2,16.1
-4.4,15.5
-4.3,16
-4.2,15.6
-4.1,14.4
-4.5,13.7
-4.2,13.4
-5.3,14.3
-5.6,15
-7.7,19.3
-7.5,19.1
-5.7,16.4
-3.7,12.9
-4.3,13.6
-4,13.6
-4,12.8
-3.9,12.6
-3.9,12.8
-4,13.1
-3.8,12.7
-4.3,13.6
-4.1,14.5
-4,14.2
-4.4,15.1
-4.2,15.4
-5.5,16.8
-6.9,20.2
-4.3,14.7
-3.9,14
-4,13.5
-4.5,13.1
75.8,5.85
68.6,6.35
75.2,5.41
76.2,5.59
76.4,5.94
57.2,7.81
232,2.22
162,5.52
118,8.71
-6.2,14.8
-6.3,14.9
-6.4,15.1
-6.5,15.4
-6.5,15.9
-6.6,16.3
-6.5,16.4
-6.6,16.5
-6.9,16.6
-6.9,16.7
-6.9,16.7
-7.5,16.7
-7.1,16.3
-4.2,13.5
75,10.6
740,-8.8
908,-13
806,-7.9
748,-6.6
912,-13
636,-7.7
884,-3.3
1230,-8.4
405,5.87
-6.5,16.2
-6.2,15.6
-6.2,15.5
-6.2,15.2
-6.4,15.4
-6.6,15.7
-6.6,16.1
-6.8,16.5
-6.9,16.5
-6.8,16.5
-6.8,16.5
-6.8,16
-6.5,15.4
-3.9,12.4
-4.4,12.6
-4,13
-4.3,13.3
-4.3,13.2
-5.5,15.7
5.72,15.5
6.95,13.6
19.3,12.6
-4.8,15.1
-4.2,14.1
-4.6,13.4
-4.3,13.8
-4.3,13.9
-4.2,13.4
-4.7,14.3
-4.6,14.5
-4.7,14.6
-4.5,14.7
-4.8,15.3
-4.5,15.3
-4.7,14.9
-4.5,15.4
-4.7,15.3
-4.4,14.7
-4.4,14.5
-4.2,14.6
-4.3,14.5
-4.3,13.9
-4,14.2
-4.2,14.3
-4.4,14.1
-4,14.1
-4.3,14.4
-4.1,14.3
-4.2,13.4
-4.4,14.2
-4.7,14.4
-4.3,14.2
-4.3,14.4
-4.4,15
-5.3,16.7
-8.1,22
-7.9,22.3
-7.9,22.5
-8,22.3
-8,22.3
-7.8,21.8
-4.6,15.8
-4.1,14.7
-4.2,14.5
-4.9,15.4
-4.7,15.1
-4.3,14.5
-3.9,13.7
-4.2,14.3
-4.3,14.2
-4,13.6
-4,13.6
-4.4,13.3
-4.4,13.5
-4.1,12.9
-4.4,13.4
-4.2,13.5
-4.4,13.5
-4.4,14.9
-4.7,15.3
-4.4,15.5
-4.5,14.9
-4.3,15.4
-4.8,15.3
-4.2,14.2
-4.2,14.1
-4.3,13.9
-4.4,14.1
185,5.73
645,-8.4
497,-6.2
559,3.86
998,-2.8
229,8.31
-7.2,16
-6.5,15.2
-6.6,15.2
-6.7,15
-6.7,15.2
-6.8,15.4
-6.8,15.6
-7,16.2
-7.1,16.6
-6.9,17
-6.9,17.1
-6.8,17.2
-6.8,17.3
-7,16.8
-6.7,16.5
-6.8,15.9
76.6,12.7
1210,-10
88.6,13.1
567,-5.9
891,-7.8
997,-11
830,-11
1100,-7.8
801,-8.4
22.5,14.3
-6.4,14.6
-6.5,14.9
-6.6,15.1
-6.6,15.4
-6.5,15.6
-6.7,16.2
-6.9,17
-7,17.1
-7.1,17.1
-7.1,16.7
-7.2,16.5
-7.2,16.1
-7.1,15.7
-7,14.8
-6.8,14.6
-6.9,14.3
-7,14.6
-6.6,14.8
-6.9,15.1
-6.8,15.3
-6.9,15.3
-6.9,15.5
-6.6,15.3
-6.7,14.9
-6.9,14.4
-7,14.6
-7.3,15
-4.2,13
-4.4,13.6
-4.8,14.2
-4.8,14
-4.8,14.7
-5,14.6
-4.9,14.1
-6.8,17.3
-8.6,19.9
-8.2,19.2
-8,18.5
-8.1,18.4
-6.7,17.5
-4.3,13.8
-4.3,13.2
-4.4,13.4
-4.2,13.4
-4.7,13.7
-4.3,12.9
-4.1,13.2
-3.9,12.7
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
-3.9,12.8
458,-1.2
978,-20
693,3.28
646,-4.1
157,10.5
-6.2,15.5
-6.5,15.7
-6.6,16
-6.7,16.3
-6.7,16.6
-6.9,17
-7,17.4
-7,18.1
-7,18.5
-7.1,18.7
-7.3,18.5
-7,18.4
-7.1,18.2
-7,17.5
-7.1,17.2
-6.9,16.6
-6.6,16.8
-7,17.2
-7,16.8
-7,16.6
-7,16.5
-6.9,16.6
-6.2,16.6
-4,14.7
-4.2,13.9
-4.5,14.1
-4.5,14.2
-4.4,13.8
-4.4,14.4
-4.4,14.7
-4.7,14.8
-4.3,14.9
-4.4,15.3
-4.4,15.3
-4.3,14.6
-4.6,15
-4.6,14.9
-4.4,14.4
-4.3,13.7
-7.2,18.8
-7.7,20.7
-7.5,20.8
-7.7,21.3
-7.8,21.6
-7.3,21.3
-4.4,14.9
-4.3,15.1
-4.2,14.7
-4,14
-4.2,13.1
-4.3,13.5
-4.6,13.5
-4.2,13.2
-4.3,14
-4.6,14.4
-4.3,14.8
-4.5,14.7
-4.5,15.4
-7.8,20.4
-7.2,20.4
-4.7,15.2
-4.3,14.3
-4.6,14.1
-4.2,14
-4.3,13.5
273,1.44
-6,17.3
-6.4,15.7
-6.8,15.6
-6.6,15.4
-7.5,16.7
-7.3,16.2
-6.6,15.2
-6.8,14.8
-6.9,15.1
-7,15.4
-7.1,15.4
-7,15.6
-7.1,16
-7,16.6
-7,17.2
-7,17.4
-7,17.5
-7.4,17.6
-7,17.1
-7.3,16.7
-6.9,16
-7,15.8
-6.6,15.4
508,-5.7
346,0.919
-6.4,15.7
3.09,14.9
742,-9
738,-13
252,3.34
-6.3,15.2
-6.5,15
-6.6,15.2
-6.6,15.5
-6.7,15.7
-6.8,16.1
-6.9,16.6
-7,17.1
-6.9,17.3
-7,17.8
-7.1,17.8
-7,17.3
-7,16.9
-7.2,16.5
-7.3,15.8
-6.9,14.8
-6.6,14.7
-7,14.9
-6.7,15
-7.1,15.1
-7,15.4
-7,15.3
-6.4,15.5
-3.9,13
-4.3,13
-4.3,13
-4.4,13.2
-4.2,13.2
-4.5,14.1
-4.5,14.5
-7.8,19.9
-7.9,21.7
-8.2,21.5
-8,21.4
-8.2,21.4
-6.2,18.7
-4.6,14.7
-5,15.1
-4.4,14.7
-4.6,14.5
-5.6,16.7
-7.5,20.5
-7.8,20.9
-5.2,16.5
-4.3,15.3
-4.2,14.8
-4.2,15.3
-4.1,15.3
-4.3,14.4
-4.4,14.6
-4.4,14.8
-6.5,18.6
-8,20.6
-5.1,16.6
-4.3,15
-4.5,15.6
-4.4,16.1
-4.9,16.5
-4.2,15.7
-8.2,22.6
-7,20.9
-4.3,15.8
-4.5,14.9
-4.2,15.6
-4.4,15.5
-4.3,15.2
-4.4,15.6
-4.5,15.6
-4.4,15.4
-4.3,14.8
-4.1,15.3
-4.1,15.3
-4.1,14.4
-4.3,14.5
-4.4,14.8
-4.6,14.9
-4.2,14.4
-4.3,15.3
-4.6,15.7
-4.3,15.5
-4.5,16.4
-5.5,18
-8.4,22.6
-4.6,16.9
-4.5,16.6
-4.4,15.9
-4.4,15.5
-4.2,15.6
-7.6,21
-7.9,21.9
-7.7,21.8
-7.8,21.9
-7.3,21.7
-5.4,17.9
-3.8,15
-3.9,15.6
-4.3,15.5
-4.4,15
-4.3,14.6
-4.5,15.3
-4.5,15.4
-4.4,15
-4.6,15.7
-5.5,17.3
-8,22.1
-8,22
-8.1,21.6
-7.6,21.5
-4.3,15.1
-4.6,15
-4.6,15.1
-3.8,14.5
-4.3,15.4
-4.5,15.7
-4.5,15.3
-4.9,15.4
-4.3,15.3
-4.3,15.3
-4,14.6
-4.1,15
-4.1,14.8
-4.2,13.7
-4.6,14
-4.2,14.2
-4.3,14.4
-4.5,14.2
-4.4,15.3
-4.4,15.8
-4.6,15.7
-4.5,16.3
-4.4,16.5
-4.4,16
-6.8,19
-5.7,17.6
-4.5,14
-4.4,14.1
-4.1,13.8
-4.2,13.3
-4.2,13.7
-4.3,13.7
-4.1,13.6
-3.9,13.3
-4.4,13.9
-4.1,13.8
-4.1,13.2
-4.3,13.5
-4.3,13.8
-4.3,13.9
-4.4,14
-4.5,14.9
-4.6,15.5
-4.4,15.4
-4.8,16.4
-4.4,16.1
-4.5,16.2
-4.3,15.8
-4.6,16.1
-4.5,15.4
-4.5,14
-4.9,15
-6.1,16.7
-4.7,13.6
-4.6,13.3
-4.7,13.4
-4.7,13.1
-7.5,19
-7.7,19.8
-4.9,14.3
-4.4,13.6
-4.2,13
-4.6,13.7
-4.4,14.1
-4.5,14.2
-4.4,13.8
-4.6,14.6
-4.5,15.3
-4.8,15
-4.5,15.9
-4.8,16.3
-4.4,16.5
-4.6,15.6
-4.5,15.7
-4.5,14.7
-4.4,13.5
-4.2,14
-4.4,14.2
-4.5,14.1
-4.2,13.2
-4.4,13.6
-4.2,13.4
-4,13.1
-4.3,13.4
-4.3,13.5
-4.4,13.1
-4.2,13
-4.4,13.9
-4.6,14.1
-4.2,13.4
-4.4,14.4
-4.4,14.9
-4.4,15.3
-4.6,15
-4.4,15.6
-4.4,15.7
-4.4,15
-4.6,15.1
-4.5,14.6
-4.2,14.1
-4.4,13.4
-4.3,14
-4.5,14.1
-4.1,13.4
-4.3,13.6
-4.5,13.6
-4.4,13.4
-3.9,12.9
-4.2,13.4
-4.4,13.2
-4.3,12.9
-4.4,13.8
-4.4,14
-4.5,14.5
-4.3,14.2
-4.9,15.4
-4.4,15.5
-4.2,14.9
-4.5,15.3
-4.7,15.6
-4.6,15.5
-4.4,14.4
-4.5,14.1
-4.2,13.9
-4.1,13.5
-4.4,14.2
-4.4,14.4
-4.5,14.3
-4.2,13.7
-4.5,14.1
-4.3,14
-3.9,13.4
-4.1,14
-4.4,14
-4.4,14.1
-4.3,13.6
-7.7,19.6
-7.9,20
-7.8,20.5
-5.5,16.9
-4.3,14.2
-4.4,14.9
-4.8,15
-4.4,14.4
-4.4,14.6
-4.4,14.8
-4.7,14.2
-4.8,15.2
-8,20.6
-7.9,20.8
-6,17.4
-4.3,14.4
-4.8,14.8
-4.4,14.5
-4.4,14
-4.4,14.2
-4.3,13.7
-4.3,12.6
-4.4,13.4
-4.8,13.8
-4.4,14
-4.3,13.7
-4.5,14.7
-4.8,14.8
-4.4,14.8
-4.6,15.3
-4.8,15.3
-4.4,14.9
-4.4,14.6
-4.9,15.1
-4.5,14.7
-4.4,14.2
-4.1,14.5
-4.4,14.4
-4.2,14.6
-4.3,13.8
-4.2,14.2
-4.3,14.2
-4.2,13.7
-5.5,16.6
-7.9,19.3
-7.8,18.4
-7.7,18.4
-7.6,18.5
-7.6,18.6
-7.8,19.3
-7.8,20.3
-8.3,20.9
-7.7,20.7
-8.3,20.9
-8.3,21.2
-8.1,21.1
-8.4,21
-8.6,20.3
-8,19.3
-8.5,18.9
-8,18.2
-7.9,18.6
-7.8,18.9
-7.9,18.8
-7.4,19
-7.5,19.1
-7.1,19
-6.9,18.4
-4.1,13.1
-4.6,13
-4.4,13.4
-4.7,13.8
-4.5,14
-7.4,19.5
-8.1,21.1
-7,20.2
-4.7,16.2
-4.1,15.4
-4.6,16.1
-6.9,20.7
-7.7,21.9
-7.6,21.3
-6,17
-4.1,13.9
-4,14
-3.9,13.8
-5.5,16.2
-7.7,20
-5.5,16.8
-4.3,14.2
-4.5,14.6
-4,14
-5.8,16
-7.7,18.6
-7.5,18.7
-4.5,13.6
-4.3,13.8
-4.3,14.3
-4.4,14.4
-6.1,17.6
-7.9,21.2
-5.9,17.8
-4.3,15.6
-4.3,15.8
-4.7,15.7
-4.2,14.4
-7.8,19.7
-8,19.5
-7.3,19.5
-7.4,19.6
-4,13.8
-4.2,14
-4.4,14
383,-2.9
713,-15
375,0.0482
-6.4,15.6
-6.7,15.4
-6.8,15.6
-6.9,15.6
-7,15.7
-7.1,16.2
-7,16.4
-6.9,16.5
-7.4,17
-7.1,17
-7.2,17.5
-7.5,17.5
-7.4,17.4
-7.2,16.7
-7.1,16
-6.9,15.6
-7.2,15.7
-6.9,16.3
-5.2,14.3
-4.9,13.3
-4.2,14.2
-4,13.9
-4.3,13.8
-4,13.4
-4.1,13.2
-4.4,13.7
-4.4,14.2
-4.3,13.7
-4.5,14.4
-4.6,14.8
-5.2,16.5
-8.1,22.3
-6.8,20.4
-4.4,15.3
-4.7,15.1
-5.8,17.6
-8.2,20.8
-7.8,20
-8,19.3
-7.8,19
-7.3,18.7
-7.6,18.5
-7.2,18.7
-5.2,15.5
-4.1,13.2
-3.9,13.6
-4.3,13.5
-6.6,16.6
-8.1,18.3
-8.1,19.8
-6.9,18.4
-4.9,14.1
-7.2,16.8
-8.5,18.9
-8,19.1
-8.5,19.2
-8.5,19.6
-8.1,19.8
-8.4,20
-8.7,19.9
-8.2,19.7
-8.2,19.2
-7.8,18
-4.5,13.3
-4.2,12.6
-7.2,18.1
-7.8,19.2
-7.7,19.4
-6.7,18
-4.5,14.1
-4.2,13.4
-6.1,16.7
-7.4,19.1
-7.5,18.3
-7.8,19.1
-7.5,19.2
-5.2,15.6
-4.7,13.7
-4.6,14.3
-4.4,14.6
-4.8,15.4
-7.1,19.4
-7.9,21.3
-5.3,16.5
-4.4,15.2
-4.1,14.5
-4.3,14.8
-4.4,14.4
-7.2,19.5
-7.7,20.2
-5.1,15.9
-4.4,14.5
-4.4,14.3
-4.3,14.8
-4.2,15
-4.1,14.1
-4.2,14.3
-4.3,13.5
-4.3,13.5
-4.3,13.5
-4.5,14.3
-4.4,14.6
-4.3,14.5
-4.5,15.7
-5.3,17.2
-8.2,22.3
-8,22
-6.4,18.8
-4.4,15.4
-4.4,14.7
-4.2,13
-4.5,13.3
-6.9,17.7
-7.6,19.4
-7.4,19.1
-7.5,19.6
-4.4,14.1
-4.4,14.2
-4.3,14.1
-4,14.1
-4.3,13
-4.4,13.4
-4.4,13.8
-4.3,13.9
-4.4,13.9
-4.4,14.5
-4.5,15.1
-4.7,15.1
-4.5,15.8
-4.5,16.2
-4.5,15.7
-6.1,18.4
-8,21.8
-8,20.8
-5.9,17.1
-4.1,13.6
-4.4,13.7
-4.8,13.5
-4.7,13.4
-4.6,13.9
-4.4,13.9
-4.2,13
-4.9,14.9
-3.9,13.6
-4.1,13.6
-4.3,13
-4.4,13.5
-4.4,13.9
-4.3,13.6
-4.4,14.5
-4.4,14.8
-4.4,15
-4.3,14.9
-4.6,15.6
-4.7,15.7
-4.5,15.1
-7.9,21.2
-7.6,20.4
-7.5,19.8
-6.3,17.3
963,-9.8
196,12.9
-6.5,15.3
-6.5,15.7
-6.7,16.1
-6.9,16
-7,16
-7.3,15.8
-5.2,13.7
-4.2,11.9
-4.4,13.3
-4.4,13.7
-4.3,13.4
-4.3,13.6
-4.4,13.7
-4.7,14.6
-4.5,14.6
-6.6,17.5
-7.9,20.6
-8.3,20.4
-7.9,20.3
-8,19.8
-4.4,13.6
-4.4,13.2
252,6.72
-6.6,15.5
-6.7,15.4
-6.8,15.4
-6.5,15.5
-6.9,15.5
-6.5,15.4
-6.9,15.3
-6.7,14.7
-7,15
-7.1,15.1
-6.6,15.2
-4.3,13.3
-4.3,13.2
-4.3,13.7
-4.3,13.9
-4.2,13.8
-4.8,14.4
-4.4,14.1
-4.7,13.8
-5.7,16.3
-8,19
-7.4,18.4
-7.5,18.6
405,-3.2
734,-13
527,-6.1
1000,-12
1010,-6.6
1120,-12
1180,-11
712,0.689
-6.2,15
-6.5,14.6
-6.6,14.9
-6.7,14.6
-6.8,14.6
-6.9,15
-7.1,15.1
-7.6,15.4
-7.4,15.9
-7.4,15.9
-5.5,14.3
-4.9,13.9
-5.8,14.6
-5.2,14
-5.6,13.1
-7.1,15.6
-7.7,18.6
-8,18.9
-7.5,19
-7,18.6
-4.4,14
-4.4,13.5
-4.3,14
-4.3,13.8
-4.1,12.9
-4.2,12.6
-4.2,12.6
-4.2,12.7
-4.1,12.2
-7.9,18.2
-7.5,18.9
-6.7,17.6
-4.3,14.2
-4.5,14.2
-4.3,15
-4.2,15
-5.7,16.2
-8.2,20.1
-7.9,19.8
-6.6,18.3
-4.3,14.3
-4.3,14.2
-4.4,14.8
-4.3,14.8
-4.2,14.2
-4.2,14.4
-4,14.6
-4,14.3
-6.6,17.7
-6.1,16.3
-4.3,13.2
-4.4,13.2
-4.5,12.8
-4.4,13.5
-7.5,18.7
-6.7,18.6
-4.6,14.8
-4.2,14.5
-4.3,15
-4.4,15
-5.1,15.3
-8,20.4
-7.7,19.3
-7.4,18.5
-6.5,16.8
-5.6,17.6
-4.3,13.6
-4.4,13.8
518,1.43
873,-14
